Title,Price,Brand,Color,Size,Link,Image Source,Localisation,Gender
Nike Air Force 1 ,100.0,NIKE,BLANC,"47,5",https://www.vinted.fr/items/3865127601-nike-air-force-1?referrer=catalog,https://images1.vinted.net/t/02_01476_N7PQo8aeryzYsFSHZucoaNCe/310x430/1702193731.jpeg?s=6d53e099c2426ecdb1088312b4e132f0aa92d8ce,"SAINT-SAULVE, FRANCE",Women
Air Force 1,30.0,NIKE,"NOIR, BLANC",47,https://www.vinted.fr/items/3646108469-air-force-1?referrer=catalog,https://images1.vinted.net/t/02_0215e_pKsMh9UDVLtiJj6zkuFaS8Gp/310x430/1697972033.jpeg?s=3401b9a7f55f4dd109ea5872f26db9dbf316d649,FRANCE,Women
Air force 1,45.0,NIKE,BLANC,39,https://www.vinted.fr/items/3707322957-air-force-1?referrer=catalog,https://images1.vinted.net/t/01_01d9d_8KCvYNFpz9PQVkNp3h1S6kmu/310x430/1699047155.jpeg?s=7181308d67899077f9ce746c595cc1b95efaabde,"STRASBOURG, FRANCE",Women
"Nike Air Force 1 bruin sneakers maat 44,5",70.0,NIKE,MARRON,"44,5",https://www.vinted.fr/items/3869179765-nike-air-force-1-bruin-sneakers-maat-445?referrer=catalog,https://images1.vinted.net/t/03_003ba_g7f1d4Bdyk4kBEXFvhhq1fss/310x430/1702236840.jpeg?s=a0db48fc8bd76ef9cbdab7f5deb273cedc7564f1,"RIJSSEN, PAYS-BAS",Women
Air force 1,60.0,NIKE,"BLANC, BEIGE","44,5",https://www.vinted.fr/items/3868148074-air-force-1?referrer=catalog,https://images1.vinted.net/t/03_00013_1JkxT9ECuwZkK2eE8UdVw5JH/310x430/1702226081.jpeg?s=c68692d50c55e220d6d2e8dc2794b5ea5909c446,"STRÉPY-BRACQUEGNIES, BELGIQUE",Women
NIKE - Air Force 1 ,30.0,NIKE,"BLANC, BLEU CLAIR","38,5",https://www.vinted.fr/items/3880107971-nike-air-force-1?referrer=catalog,https://images1.vinted.net/t/01_01555_KhYQMTv12GymoW6rqL8PFLqv/310x430/1702497769.jpeg?s=28d76554bbca36f4ea69ff6123776ad8b1cadf9c,"MECHELEN, BELGIQUE",Women
Air Force 1,35.0,NIKE,"NOIR, JAUNE","42,5",https://www.vinted.fr/items/3873436793-air-force-1?referrer=catalog,https://images1.vinted.net/t/02_01100_qLkUkjUPuuYYRgFJnYaaJ2pn/310x430/1702328732.jpeg?s=f6ae413ab075219b71db6511d25d027244fcbcf8,"TERUEL, ESPAGNE",Women
Nike Dunk Low « Arizona State » 2022 pointure 45.5,95.0,NIKE,"BORDEAUX, JAUNE","45,5",https://www.vinted.fr/items/3068165302-nike-dunk-low-arizona-state-2022-pointure-455,https://images1.vinted.net/t/03_02546_26qhjckU5bdDEcdAJbvTbQPB/310x430/1685203054.jpeg?s=46d7e6be90fd8dd3c249672c20a81c9c28258679,"CYSOING, FRANCE",Women
Airforce 1 ,70.0,NIKE,NOIR,39,https://www.vinted.fr/items/3879940194-airforce-1?referrer=catalog,https://images1.vinted.net/t/03_00c56_5we1xDqPFeBZZmHucrk5qWxS/310x430/1702494951.jpeg?s=c664ed7e5eb061fd23e0611f9077f5a7c8893ce8,ESPAGNE,Women
Air Force 1,25.0,NIKE,NOIR,41,https://www.vinted.fr/items/2664086499-air-force-1?referrer=catalog,https://images1.vinted.net/t/01_025d0_HDC1M1Vw8x3eMTHzWLfhFNQw/310x430/1675637379.jpeg?s=b5792a0e0ea534b2da71d70d6852213032c6b08e,"VELILLA DE SAN ANTONIO, ESPAGNE",Women
Nike Air Force 1 ,60.0,NIKE,"NOIR, ORANGE",38,https://www.vinted.fr/items/3837284803-nike-air-force-1?referrer=catalog,https://images1.vinted.net/t/03_025a1_sgh3RXDx7pPrgsWMAtrN7KTu/310x430/1701541367.jpeg?s=6574fd5bc0a5eb0ed5d7b69c17466dc153577d90,ITALIE,Women
Nike Air force 1,15.0,NIKE,"NOIR, MOUTARDE",41,https://www.vinted.fr/items/3088386833-nike-air-force-1?referrer=catalog,https://images1.vinted.net/t/03_00d59_dwtYkbwRtCKKYNU2wVpAmker/310x430/1685641192.jpeg?s=a85122d054b5b02e662308ddca3a714ca33be164,"NOTARESCO, ITALIE",Women
Air force 1,50.0,NIKE,"BLANC, BLEU",46,https://www.vinted.fr/items/3878753508-air-force-1?referrer=catalog,https://images1.vinted.net/t/03_0152f_n1FRbjY4AAdGEvfE8nbWMCba/310x430/1702476523.jpeg?s=b50e5aeb8bab425590d1c77b94dfb08ce1c77a09,"BIZANOS, FRANCE",Women
Air force 1 ,25.0,NIKE,BLANC,39,https://www.vinted.fr/items/3838371724-air-force-1?referrer=catalog,https://images1.vinted.net/t/03_01c09_9PBdTL2FfcMARqaSSk3PXXoe/310x430/1701592760.jpeg?s=0e5a6607c691c16347439375073a1b82b58459f8,"VAULX-MILIEU, FRANCE",Women
