Title,Price,Brand,Color,Size,Link,Image Source,Localisation,Gender
Baskets Air max nike ,35.0,NIKE,GRIS,22,https://www.vinted.fr/items/3814021607-baskets-air-max-nike?referrer=catalog,https://images1.vinted.net/t/02_00209_JEW3WtfxSA7hi6L2x9XQ3Aw9/310x430/1701025547.jpeg?s=717d05deac918cac9971553ac7d89c01671a45eb,"MORANGIS, FRANCE",Kid
Basket Nike air max ,45.0,NIKE,BLANC,36,https://www.vinted.fr/items/3756519538-basket-nike-air-max?referrer=catalog,https://images1.vinted.net/t/01_015d7_3B8ibW9cBud26WcUDJCEvWj9/310x430/1699905052.jpeg?s=f7ec7d244a6adaedb03fdef98a96596479163d9b,"VILLEJUIF, FRANCE",Kid
Sneakers Nike Air Max Fille,25.0,NIKE,"BLANC, ROSE",33,https://www.vinted.fr/items/3424027095-sneakers-nike-air-max-fille?referrer=catalog,https://images1.vinted.net/t/01_0207a_nBu8vVDPBeaeQuAFYEzuQ2oC/310x430/1693649150.jpeg?s=67ecf9259de6e9562031b68c2ad5a625908b7b0d,FRANCE,Kid
Nike Air Max 90 LTR,60.0,NIKE,"GRIS, ROSE",22,https://www.vinted.fr/items/3630754049-nike-air-max-90-ltr?referrer=catalog,https://images1.vinted.net/t/01_01bb7_moS785WWk7bFV3HNLV9EX44f/310x430/1697703420.jpeg?s=83adf77c6218ec7bd3c1923b2f1ecba07e1e3529,"NANTEUIL-LÈS-MEAUX, FRANCE",Kid
Nike Air Max Plus 1 TN og sneakers basket enfants bébé,80.0,NIKE,"BLANC, VIOLET",18,https://www.vinted.fr/items/2950990533-nike-air-max-plus-1-tn-og-sneakers-basket-enfants-bebe?referrer=catalog,https://images1.vinted.net/t/03_02525_sQ4mDbQeK11iYbswrAVVDkX2/310x430/1682550611.jpeg?s=34973bef04114140d50ea17fb1090aae2639933a,FRANCE,Kid
Nike Air Max Plus 1 TN requin basket sneakers enfants bébé,80.0,NIKE,"NOIR, MULTICOLORE",21,https://www.vinted.fr/items/2950992803-nike-air-max-plus-1-tn-requin-basket-sneakers-enfants-bebe?referrer=catalog,https://images1.vinted.net/t/03_00363_dDMuyZ4nFW8ZcYoVRNLp5vAm/310x430/1682550984.jpeg?s=0d906d19cc0e21d64f173060366d1f748af0a657,FRANCE,Kid
Nike air force 1 ,30.0,NIKE,"ROSE, TURQUOISE",26,https://www.vinted.fr/items/3552338311-nike-air-force-1?referrer=catalog,https://images1.vinted.net/t/02_019c8_KWFcFpwg4dzy4YSCRpwcieCJ/310x430/1696243466.jpeg?s=bdc964901807fa3e6d0305ae086b95a901eb6e29,"BOULANGE, FRANCE",Kid
Kids Nike Air Max Motif maat 23.5 zo goed als nieuw ,39.99,NIKE,BLANC,23,https://www.vinted.fr/items/3720226593-kids-nike-air-max-motif-maat-235-zo-goed-als-nieuw?referrer=catalog,https://images1.vinted.net/t/03_007f3_Y1nb7FMNjmouUtjBFXKRwnCv/310x430/1699261302.jpeg?s=d9b0fc04fb513c7352a30392fa48c7eb1629bcf9,"HAARLEM, PAYS-BAS",Kid
Basket Air max nike bébé fille taille 21,26.0,NIKE,"GRIS, ROSE",21,https://www.vinted.fr/items/3720276293-basket-air-max-nike-bebe-fille-taille-21?referrer=catalog,https://images1.vinted.net/t/01_0213a_SoS3FHQgEMzgJqhdZcWEUAUg/310x430/1699262220.jpeg?s=420bd2e2743a5d79fa519bae158560e75aee39b6,FRANCE,Kid
Nike Air Max 1 TD Black Pink ,45.0,NIKE,"NOIR, ROSE",26,https://www.vinted.fr/items/3820581776-nike-air-max-1-td-black-pink?referrer=catalog,https://images1.vinted.net/t/03_023f8_zevqZScrwCUJKjsW1J577byE/310x430/1701174230.jpeg?s=6217e595ef9e3ba9f87ac23cfb0f3b655cd4d46e,PAYS-BAS,Kid
Kids Nike Air Max 1 CLOT “Kiss of Death”,79.99,NIKE,"ORANGE, CORAIL",31,https://www.vinted.fr/items/3187695155-kids-nike-air-max-1-clot-kiss-of-death?referrer=catalog,https://images1.vinted.net/t/01_02549_iyTyaRdhosy123SpoGNyZYCq/310x430/1702768504.jpeg?s=24507700fa677138f17ab527b76f475949e880cb,PAYS-BAS,Kid
"Lot basket nike 19,5",15.0,NIKE,"GRIS, BEIGE",19,https://www.vinted.fr/items/2559179826-lot-basket-nike-195?referrer=catalog,https://images1.vinted.net/t/03_01ee7_N8bXeT9JdtnkXAg6KhpeuzbY/310x430/1672911463.jpeg?s=4c2deba8eb23f209e9ea34a6ba03dccc76a99536,FRANCE,Kid
Nike air max ,20.0,NIKE,"ROSE, JAUNE",22,https://www.vinted.fr/items/3668169690-nike-air-max?referrer=catalog,https://images1.vinted.net/t/03_016c1_NyhpCoWABW3QFuJxngF1PbdC/310x430/1698329537.jpeg?s=91f3bf97ab2c12ce0c2be617f163200887d49c71,"TREILLIÈRES, FRANCE",Kid
Nike Air Max,10.0,NIKE,"ROSE, BLEU",22,https://www.vinted.fr/items/3053539982-nike-air-max?referrer=catalog,https://images1.vinted.net/t/03_016c7_Zumw2hv1VbuXGWHe63mJaNvi/310x430/1684845257.jpeg?s=1cd25414841ec591da32f853bea90e30fa4d3884,"OLIVEIRA DE AZEMÉIS, PORTUGAL",Kid
Nike air max 1 Valentine’s Day 2018 ,45.0,NIKE,"NOIR, ROSE",22,https://www.vinted.fr/items/3700274412-nike-air-max-1-valentines-day-2018?referrer=catalog,https://images1.vinted.net/t/02_00a43_WqJra3L8spGTBsSnRrUyZFDa/310x430/1698930885.jpeg?s=968a1d32c8a583f6b341fd48589c72eb3c31a69e,PAYS-BAS,Kid
"Nike Air Max SC TDV 4c EUR 19,5 10 cm",30.0,NIKE,MULTICOLORE,19,https://www.vinted.fr/items/3853405177-nike-air-max-sc-tdv-4c-eur-195-10-cm?referrer=catalog,https://images1.vinted.net/t/03_014a0_1SXDPTHH2LucowRrGx2UA9TR/310x430/1701890617.jpeg?s=7e39a40b7777de991b9838308cf12335f737b086,"WAVERVEEN, PAYS-BAS",Kid
Basket Nike air max bébé ,25.0,NIKE,"GRIS, BLANC",21,https://www.vinted.fr/items/3447785370-basket-nike-air-max-bebe?referrer=catalog,https://images1.vinted.net/t/01_00dba_sLDPad9kPHXyCrUmRqmCKTgD/310x430/1694159968.jpeg?s=740a44880a96458b2d175003a8ca5ae45476f1bb,"ANGOULÊME, FRANCE",Kid
Basket nike air max ,24.0,NIKE,"BEIGE, VIOLET",19,https://www.vinted.fr/items/2483113129-basket-nike-air-max?referrer=catalog,https://images1.vinted.net/t/01_01f25_VVW7DFy2s3xtAY8TA3CPBAra/310x430/1671625905.jpeg?s=81abc18e220b9544f6823d6cfb5b6f79ae6dc103,"WARCQ, FRANCE",Kid
"Nike air max 270 baby size 2,5 / maat 19,5",30.0,NIKE,"NOIR, GRIS",19,https://www.vinted.fr/items/3813287440-nike-air-max-270-baby-size-25-maat-195?referrer=catalog,https://images1.vinted.net/t/01_0101c_BdVLTYCYTGSrZU96vyusVY3p/310x430/1701018639.jpeg?s=4dbf82f816c61b4ef2a53a9f561c86edc7a0ae3e,"HOOFDDORP, PAYS-BAS",Kid
Air Max 21,18.0,NIKE,BLANC,21,https://www.vinted.fr/items/3403122421-air-max-21?referrer=catalog,https://images1.vinted.net/t/01_00ac8_PtJeM2K6dvYgmiNngy4hjQPc/310x430/1693234368.jpeg?s=172ec24b9fb5881389b21ba3e9d14ebba8b6e227,"COSLADA, ESPAGNE",Kid
Nike air max,15.0,NIKE,"NOIR, BLANC",33,https://www.vinted.fr/items/3475331760-nike-air-max?referrer=catalog,https://images1.vinted.net/t/03_00c42_3sCymw9mQ4qouiJhKMSMbxKh/310x430/1694776640.jpeg?s=756805aabab9d47ff321127d1bc81696bc73e201,"PARAISO, EL (URBANIZACION), ESPAGNE",Kid
Air max bébé ,15.0,NIKE,"GRIS, ROSE",17,https://www.vinted.fr/items/2770930368-air-max-bebe?referrer=catalog,https://images1.vinted.net/t/01_020f5_oK21RWmWwwMUfZn1XEgPMGic/310x430/1678392251.jpeg?s=9b2c4a5899d8e46a5834ec7ca2fab42de4a15e57,FRANCE,Kid
Nike Air Max Sequent 2 ,23.99,NIKE,NOIR,38,https://www.vinted.fr/items/3272934328-nike-air-max-sequent-2?referrer=catalog,https://images1.vinted.net/t/01_015e4_6nnSJLsnkFo2CCYgDwwCJEyw/310x430/1690201369.jpeg?s=a6cba934155d8d9946cf829a8c6ff192c887e244,"HEEMSTEDE, PAYS-BAS",Kid
Basket air max 2016,30.0,NIKE,MULTICOLORE,36,https://www.vinted.fr/items/3205295490-basket-air-max-2016?referrer=catalog,https://images1.vinted.net/t/02_010a8_sLJriUFS6QpqysZFSQ8Sq4wa/310x430/1688459673.jpeg?s=1032d490a9b0245ac7b99e20c836b9e8943c9900,"CLARENSAC, FRANCE",Kid
Witte nike air max,20.0,NIKE,"GRIS, BLANC",21,https://www.vinted.fr/items/2709678953-witte-nike-air-max?referrer=catalog,https://images1.vinted.net/t/03_00d1b_ogcH3TNgrWbw6SRTJL9JJZKq/310x430/1676885620.jpeg?s=8981ee30b3fa75db278576847411fcb0444dd064,PAYS-BAS,Kid
Nike air max tuned 1,30.0,NIKE,"ROSE, ROSE",25,https://www.vinted.fr/items/3620070836-nike-air-max-tuned-1?referrer=catalog,https://images1.vinted.net/t/02_0217b_4LG2hSHjemqTFYs8ZYWi8KYX/310x430/1697481552.jpeg?s=7ff886b4c24e6ee85254091f8864df65547f175c,"SAN MARCO DEI CAVOTI, ITALIE",Kid
Basket nike,10.0,NIKE,ROUGE,18,https://www.vinted.fr/items/115373362-basket-nike?referrer=catalog,https://images1.vinted.net/t/01_00d2c_2WixRkQVE2Z3wqMq3tfftbYm/310x430/1602274194.jpeg?s=ac207cffa423064a34716caef0788aa20fb57298,"CORNEBARRIEU, FRANCE",Kid
Air max T17,15.0,NIKE,VIOLET,17,https://www.vinted.fr/items/2579475270-air-max-t17?referrer=catalog,https://images1.vinted.net/t/03_00176_JoK5WStGAZNSB4cB9gKxVQix/310x430/1673446579.jpeg?s=c7cf427ce25b71f629fca47ac33d93dd5817b11a,"SAINT-JULIEN-LES-ROSIERS, FRANCE",Kid
Basket air max ,50.0,NIKE,"NOIR, VIOLET",25,https://www.vinted.fr/items/3547082681-basket-air-max?referrer=catalog,https://images1.vinted.net/t/03_00ea5_E5uRgDjwvc3krSBno5kzNLFL/310x430/1696158837.jpeg?s=c4474cb804c76a2b289c6af318b5a7e101ef1434,FRANCE,Kid
Air max ,35.0,NIKE,"GRIS, CORAIL",38,https://www.vinted.fr/items/2874262476-air-max?referrer=catalog,https://images1.vinted.net/t/01_000e0_fR1kkg5bydPkPWLez3Ne5D8p/310x430/1680799401.jpeg?s=f51cf0fb394256cb0059f6b0e707926aaf00f4df,"VINCELLES, FRANCE",Kid
Nike Air max Command,58.0,NIKE,MARINE,38,https://www.vinted.fr/items/3303475226-nike-air-max-command?referrer=catalog,https://images1.vinted.net/t/01_020c4_JhdZcesguKPjNX4GAw8b5Bec/310x430/1690921145.jpeg?s=4d72986f5951265c2c82690556b66aa0642ca242,FRANCE,Kid
"Basket  nike""air max invigor"" grise",10.0,NIKE,GRIS,23,https://www.vinted.fr/items/537059051-basket-nikeair-max-invigor-grise?referrer=catalog,https://images1.vinted.net/t/01_00b5f_Nc1ivyBpeAN28sfMm85hwPf4/310x430/1593856916.jpeg?s=43fc4f62cee6370d5cc0d0f9d58a3e6626b0ef1c,"SAINT-AVÉ, FRANCE",Kid
