Title,Price,Brand,Color,Size,Link,Image Source,Localisation,Gender
Schoenen van Nike,50.0,NIKE,"ROSE, BLANC",36,https://www.vinted.fr/items/3358923026-schoenen-van-nike?referrer=catalog,https://images1.vinted.net/t/02_00c4f_fR3ZTgzZfhQELdBfY1GkzTQk/310x430/1692217785.jpeg?s=8b60135db758d12da93a167314eb2a91e82491a4,"PEER, BELGIQUE",Kid
Nike Huarace legergroen maat 43,40.0,NIKE,KAKI,40,https://www.vinted.fr/items/1090978337-nike-huarace-legergroen-maat-43?referrer=catalog,https://images1.vinted.net/t/03_0077c_iu1qEGb5A1zT93rXwauR5b3i/310x430/1620243013.jpeg?s=6188fb98894ff97ef454554be6777b33f3cfc40e,"HEERENVEEN, PAYS-BAS",Kid
"

Nike Force 1  - Sneakers laag

",32.5,NIKE,MULTICOLORE,21,https://www.vinted.fr/items/2788960979-nike-force-1-sneakers-laag?referrer=catalog,https://images1.vinted.net/t/03_019a2_qBakm3vv2NPhg6tMSM2n8iYd/310x430/1678809664.jpeg?s=defefdd66856e697d6fa54766b9b75b0b577c2c5,PAYS-BAS,Kid
Airforce nike maat 32 orgineel,60.0,NIKE,NOIR,32,https://www.vinted.fr/items/3499849755-airforce-nike-maat-32-orgineel?referrer=catalog,https://images1.vinted.net/t/03_02439_Js3fzCandLo1A1A7zrGL2HF2/310x430/1695231577.jpeg?s=86d67504dbbf8c0e9bd4cf95ca33a95261190e83,"'S-GRAVENHAGE, PAYS-BAS",Kid
Mama dochter Nike Jordan maat 19.5 en 36.5 met doos,120.0,NIKE,"ABRICOT, CORAIL",19,https://www.vinted.fr/items/3674676026-mama-dochter-nike-jordan-maat-195-en-365-met-doos?referrer=catalog,https://images1.vinted.net/t/03_02277_gn2gQ8ERdk8fmf41GD6NsURA/310x430/1698480590.jpeg?s=9c11f21a028359733aa4849ae83c066325609d06,"UTRECHT, PAYS-BAS",Kid
Nike air max 720 -818  maat 36,55.0,NIKE,"NOIR, ROUGE",36,https://www.vinted.fr/items/3061129515-nike-air-max-720-818-maat-36?referrer=catalog,https://images1.vinted.net/t/03_025a1_rHzNp1eL9dSTkSBJT3pFcmBQ/310x430/1685021788.jpeg?s=0d3c946393bc66123498fcc726b40468ba891796,"SLUIS, PAYS-BAS",Kid
Nike airzo,20.0,NIKE,"NOIR, DORÉ",25,https://www.vinted.fr/items/871590801-nike-airzo?referrer=catalog,https://images1.vinted.net/t/01_0167b_aXftQhwntrV9gjjNaWdtiduY/310x430/1611870759.jpeg?s=b31f6f93842e1970ac86c809697515a64bdfed96,"DE MEERN, PAYS-BAS",Kid
Nike airforce 1 zwart,20.0,NIKE,NOIR,22,https://www.vinted.fr/items/1450849873-nike-airforce-1-zwart?referrer=catalog,https://images1.vinted.net/t/02_007f1_K8mEDcX67VZE6MpMNRbJk7Ud/310x430/1637171346.jpeg?s=f1a05d061bfb9ff05ac133d2ab960b55ee66d3f5,"ZWIJNDRECHT, PAYS-BAS",Kid
Babyschoentjes maat 17,60.0,NIKE,"GRIS, BLANC",17,https://www.vinted.fr/items/1549998124-babyschoentjes-maat-17?referrer=catalog,https://images1.vinted.net/t/03_01432_3s7yu28qMTghWzj89LemR2u2/310x430/1641665677.jpeg?s=dd7d1971ee3ea436cf8d7147397ef34b9cf93e5b,"AMSTERDAM, PAYS-BAS",Kid
Nike air,25.0,NIKE,"NOIR, BLANC",25,https://www.vinted.fr/items/871592523-nike-air?referrer=catalog,https://images1.vinted.net/t/02_01194_hyDBYxmbvs1KscaGNHwqR1iL/310x430/1611870864.jpeg?s=5bdbc94ebccf6293ba84c90b26b0faef131a2a56,"DE MEERN, PAYS-BAS",Kid
Nike schoenen ,30.0,NIKE,"NOIR, BLANC",36,https://www.vinted.fr/items/1236922541-nike-schoenen?referrer=catalog,https://images1.vinted.net/t/03_01742_NN736grXgXtd67d63gJe37qJ/310x430/1627749309.jpeg?s=73ff58d34b3078df16d333d0a5c1ed658bacf9aa,"SILVOLDE, PAYS-BAS",Kid
