Unnamed: 0,Title,Price,Brand,Color,Size,Link,Image Source,Localisation,Gender
214,Chaussures femme Nike dunk ,90.0,NIKE,"BLANC, ARGENTÉ",42,https://www.vinted.fr/items/3883004919-chaussures-femme-nike-dunk?referrer=catalog,https://images1.vinted.net/t/01_01d8f_PE3SdsfTyTGEdX3zT4kMs2fm/310x430/1702581021.jpeg?s=09fc638bf4a4e67e9b1bca65b67652ae359c2ce8,FRANCE,Women
215,Nike Dunk ,100.0,NIKE,NOIR,37.5,https://www.vinted.fr/items/3872783869-nike-dunk?referrer=catalog,https://images1.vinted.net/t/01_00273_W4ev5464bWAjhG3Xg6ncH4UA/310x430/1702319665.jpeg?s=022c30e75b0968a65504e2e2dccbd8807f5b8e70,"PARIS, FRANCE",Women
216,Nike dunk low triple pink taille 38.5,110.0,NIKE,"ROSE, ROSE",38.5,https://www.vinted.fr/items/3887020400-nike-dunk-low-triple-pink-taille-385?referrer=catalog,https://images1.vinted.net/t/02_001f0_ucHX98UoDwyjjNKXCKun89zh/310x430/1702725919.jpeg?s=8ba84df066197f3ec2c6e0c4f974b2b07c5143ba,BELGIQUE,Women
217,Nike dunk low ,100.0,NIKE,"BLANC, BORDEAUX",38.5,https://www.vinted.fr/items/3880679672-nike-dunk-low?referrer=catalog,https://images1.vinted.net/t/03_00082_3d5t2hnLJQKaTjueoamGT57a/310x430/1702525531.jpeg?s=057b4b324a0241129cbfd8df08359e27b0429234,FRANCE,Women
218,Nike dunk low Olive ,100.0,NIKE,KAKI,41,https://www.vinted.fr/items/3885777285-nike-dunk-low-olive?referrer=catalog,https://images1.vinted.net/t/01_0074c_KsafCtA3c3vfGctR8T4Jx16H/310x430/1702667439.jpeg?s=fa4ebc0d5e552debff443aaee5ffabc7b44a1516,"TOULOUSE, FRANCE",Women
219,dunk low,30.0,NIKE,"BLANC, BEIGE",35.5,https://www.vinted.fr/items/3868626546-dunk-low?referrer=catalog,https://images1.vinted.net/t/01_026a2_P7RTewPugnseaU4PTi6xdqF2/310x430/1702230764.jpeg?s=c50f0976b0755fd81d30c88a57310de84d0f2b05,FRANCE,Women
220,Nike Dunk Retro PRM Halloween (2023) Green Black Verte Noire ,45.0,NIKE,"NOIR, VERT",39,https://www.vinted.fr/items/3888927337-nike-dunk-retro-prm-halloween-2023-green-black-verte-noire?referrer=catalog,https://images1.vinted.net/t/03_00f48_5frBeFacw9pEvbnLgGwUESML/310x430/1702760579.jpeg?s=93e5162fe5db90284a0a4fb38538da29268cb565,"CERGY, FRANCE",Women
221,Nike Dunk Low Surfaces In Brown And Sail 38,65.0,NIKE,MARRON,38,https://www.vinted.fr/items/3887743452-nike-dunk-low-surfaces-in-brown-and-sail-38?referrer=catalog,https://images1.vinted.net/t/01_026be_TB6ZEQw2Y3y2nztLYWNXCye4/310x430/1702736866.jpeg?s=cd92a2db05b9795903b2a2c1803aeb73a91ea604,"BRETAGNE, FRANCE",Women
222,Nike dunk cacao ,120.0,NIKE,"BLANC, MARRON",41,https://www.vinted.fr/items/3884008765-nike-dunk-cacao?referrer=catalog,https://images1.vinted.net/t/03_001d6_8YGkNXfGHTQ9hnVFQhpHLvHV/310x430/1702632764.jpeg?s=d6c11909a87b8db3adf324b0edf10cbdd1b5b62b,"CAEN, FRANCE",Women
223,Dunk nike,40.0,NIKE,"BLANC, MENTHE",36,https://www.vinted.fr/items/3888030329-dunk-nike?referrer=catalog,https://images1.vinted.net/t/01_021f7_sW1xCygjUtKgfnrd8wzgHnbs/310x430/1702741382.jpeg?s=98c8a31bd03ce52d726ac37f3353bca98576d5d3,"BORDEAUX, FRANCE",Women
224,Dunk nike,40.0,NIKE,"BLANC, MENTHE",36,https://www.vinted.fr/items/3888030329-dunk-nike?referrer=catalog,https://images1.vinted.net/t/01_021f7_sW1xCygjUtKgfnrd8wzgHnbs/310x430/1702741382.jpeg?s=98c8a31bd03ce52d726ac37f3353bca98576d5d3,"BORDEAUX, FRANCE",Women
225,dunk rose ,100.0,NIKE,ROSE,36,https://www.vinted.fr/items/3888753949-dunk-rose?referrer=catalog,https://images1.vinted.net/t/03_01ab0_xb9QQ2t5nGgGb6CtZDzp8zam/310x430/1702755984.jpeg?s=4e080f5cc90a06b559b14224078295180ebf5889,"VENDARGUES, FRANCE",Women
226,Nike dunk low barely green taille 38,45.0,NIKE,"ROSE, MENTHE",38,https://www.vinted.fr/items/3888604395-nike-dunk-low-barely-green-taille-38?referrer=catalog,https://images1.vinted.net/t/03_01621_MrmYAASJHaxrreNMcaiVnjuH/310x430/1702752424.jpeg?s=b90ab77f888eda6c32743df0e638a61f207741f1,FRANCE,Women
227,Nike Dunk Low Grey Fog size:40,63.5,NIKE,GRIS,40,https://www.vinted.fr/items/3887159160-nike-dunk-low-grey-fog-size40?referrer=catalog,https://images1.vinted.net/t/02_01e8b_FTMeUDtmgiMC2113cHe4nc1x/310x430/1702728101.jpeg?s=1da5fc924376ceedbd673ce56372680fa0e1c33d,"BORDEAUX, FRANCE",Women
228,nike dunk ,25.0,NIKE,"BLANC, MULTICOLORE",36,https://www.vinted.fr/items/3876716717-nike-dunk?referrer=catalog,https://images1.vinted.net/t/02_00b01_pqTh54EaTm1Zw97zd811jxPB/310x430/1702411601.jpeg?s=ef01015fd28b9b5d4010314d5c845f9bb35f52ca,"A CORUÑA, ESPAGNE",Women
229,Nike Dunk Low Rose Whisper 37.5,69.8,NIKE,ABRICOT,37.5,https://www.vinted.fr/items/3887924410-nike-dunk-low-rose-whisper-375?referrer=catalog,https://images1.vinted.net/t/03_00ed7_ddGmNG4fK8MfMTZvGxUu4pXd/310x430/1702739651.jpeg?s=e98787311f4fbd32c46d11f2947c6bff6ebfe13d,"LAYRAC, FRANCE",Women
230,Dunk coconut,88.0,NIKE,"GRIS, BEIGE",39,https://www.vinted.fr/items/3882863134-dunk-coconut?referrer=catalog,https://images1.vinted.net/t/03_00e2a_XvuhX8vsTBYXzFfU3J6Yc13Z/310x430/1702662125.jpeg?s=6aad393248eab9adfae908b598cc3d0fdb747b2b,FRANCE,Women
231,Nike dunk bas blanc vert,58.0,NIKE,VERT,38,https://www.vinted.fr/items/3885271293-nike-dunk-bas-blanc-vert?referrer=catalog,https://images1.vinted.net/t/02_02273_Y6QLhS7azarB5wSpnLEBWi3n/310x430/1702656237.jpeg?s=907d324006865a365fabb43145ab44cec2ef987b,"PARIS 17, FRANCE",Women
232,Nike dunk low Next Nature White Mint,110.0,NIKE,"BLANC, MENTHE",40.5,https://www.vinted.fr/items/3889079036-nike-dunk-low-next-nature-white-mint?referrer=catalog,https://images1.vinted.net/t/03_0089f_mDuf2US78dmi13dEs2LPFthC/310x430/1702765854.jpeg?s=fecce4a37cecfe8b59606fd846b66063a86ffee7,"VINCENNES, FRANCE",Women
233,Jordan dunk low ,80.0,NIKE,VERT,38,https://www.vinted.fr/items/3888617052-jordan-dunk-low?referrer=catalog,https://images1.vinted.net/t/02_00717_V3p47rKAVCSQRbVXjqf4dagp/310x430/1702752707.jpeg?s=8cb1c44886082e1afb16e0a1454c8abff0c2d2fd,"SAINT-GERMAIN-EN-LAYE, FRANCE",Women
234,dūnk low Retro Panda Black and White 39,55.45,NIKE,NOIR,39,https://www.vinted.fr/items/3887978304-dunk-low-retro-panda-black-and-white-39?referrer=catalog,https://images1.vinted.net/t/01_0188a_DheuiMvgxfpWhmuoPBTbGbbF/310x430/1702740522.jpeg?s=bf3538e0b1c466c7640a5753d0c1f8c2ed34116f,FRANCE,Women
235,Nike Dunk Low Panda Retro Black and White 38.5,65.0,NIKE,NOIR,38.5,https://www.vinted.fr/items/3888194929-nike-dunk-low-panda-retro-black-and-white-385?referrer=catalog,https://images1.vinted.net/t/03_02177_WP7xXe6mPwc9SKAUUyTiu9ne/310x430/1702744242.jpeg?s=beb8567bf43040b8ba1d68d0e8c1a331384c1f89,"CHOLET, FRANCE",Women
236,Nike Dunk,40.0,NIKE,"NOIR, BLANC",35,https://www.vinted.fr/items/3873341521-nike-dunk?referrer=catalog,https://images1.vinted.net/t/03_01e3a_H6fnyBN4rsHZ9m4b2fndGm9g/310x430/1702327327.jpeg?s=af15a84aec9a0d5da14782a5890b1b1a3ece1eab,"LISBOA, PORTUGAL",Women
237,Nike dunk low ,75.0,NIKE,"ROSE, TURQUOISE",38,https://www.vinted.fr/items/3884502341-nike-dunk-low?referrer=catalog,https://images1.vinted.net/t/01_01c40_24YfPcjkt2yH5yMu2bsVFUoA/310x430/1702642103.jpeg?s=961334e5a067f85ac7d0b0d249f5a5d59bdcbef2,"SANDILLON, FRANCE",Women
238,Nike dunk low cacao,140.0,NIKE,MARRON,38,https://www.vinted.fr/items/3882177522-nike-dunk-low-cacao?referrer=catalog,https://images1.vinted.net/t/02_00e6a_2mdWiYZTWF55bGJxYDvTJbh7/310x430/1702565857.jpeg?s=b3706aa98d2be559423badd868abc17aa87cdbbc,"PARIS, FRANCE",Women
239,Nike dunk low retro hyper cobalt bleu royale et noir ,75.0,NIKE,"NOIR, BLEU",36.5,https://www.vinted.fr/items/3878212289-nike-dunk-low-retro-hyper-cobalt-bleu-royale-et-noir?referrer=catalog,https://images1.vinted.net/t/03_00e83_cy51L8DNMMUx2VXt3detC3TE/310x430/1702468637.jpeg?s=75b7f1ae156c8c1315fe3449c0e7fa379920530d,"ARRAS, FRANCE",Women
240,Dunk violette ,40.0,NIKE,"BLANC, VIOLET",35.5,https://www.vinted.fr/items/3867330261-dunk-violette?referrer=catalog,https://images1.vinted.net/t/01_019bd_2EHD1TgYvumkmn2gqje9c94h/310x430/1702218731.jpeg?s=49261268478e1402d527e7d387a630ae678f4c35,"BAYEUX, FRANCE",Women
241,Dunk low ,105.0,NIKE,"VIOLET, MARRON",38.5,https://www.vinted.fr/items/3878106448-dunk-low?referrer=catalog,https://images1.vinted.net/t/01_01b09_UyHuRAGk7zW7TwTrMULaCzd4/310x430/1702466967.jpeg?s=e042dd191fdda1b6c120ab23b35bd5378f11712b,FRANCE,Women
242,Dunk Sky nike ,19.0,NIKE,"NOIR, BLANC",39,https://www.vinted.fr/items/3638550660-dunk-sky-nike?referrer=catalog,https://images1.vinted.net/t/01_019b3_nUVoHojX57tobChfbh6ByTXa/310x430/1697830333.jpeg?s=ad22fc90ad2e4785af565e196681dcda883a2dfa,"LA QUEUE-EN-BRIE, FRANCE",Women
243,Nike Dunk ,50.0,NIKE,"GRIS, BLANC",36,https://www.vinted.fr/items/3875411478-nike-dunk?referrer=catalog,https://images1.vinted.net/t/02_004d6_pRqqqLs1obdi3qrwryU2miq2/310x430/1702390952.jpeg?s=e6d55574ae07d34c23dfa27606ac031db1f56025,"PARIS, FRANCE",Women
244,Nike dunk,35.0,NIKE,"BLANC, ABRICOT",36.5,https://www.vinted.fr/items/3887166329-nike-dunk?referrer=catalog,https://images1.vinted.net/t/01_00ad8_hEh3p76f3Z7cN4nXdVtUq4et/310x430/1702728218.jpeg?s=51a1349ac2b1055c6e74d40c0ba9139810f5974f,"CORMELLES-LE-ROYAL, FRANCE",Women
245,Dunk low,70.0,NIKE,NOIR,44,https://www.vinted.fr/items/3888121780-dunk-low?referrer=catalog,https://images1.vinted.net/t/03_01a49_az9Ec1KJMFbWasMM5XLL5UWY/310x430/1702742938.jpeg?s=27909cf022a1fceaec7ca345801883195445a26c,"LA ROCHELLE, FRANCE",Women
246,Nike dunk high,55.0,NIKE,"NOIR, BLANC",41,https://www.vinted.fr/items/3887413576-nike-dunk-high?referrer=catalog,https://images1.vinted.net/t/02_00d73_Nfzymij3LCak3eyX9d463aNw/310x430/1702732022.jpeg?s=41e2cafe2c65514e42a8ab57b1664d144d24f4ae,"PARIS, FRANCE",Women
247,Nike dunk bordeaux,50.0,NIKE,"BLANC, BORDEAUX",39,https://www.vinted.fr/items/3877727734-nike-dunk-bordeaux?referrer=catalog,https://images1.vinted.net/t/02_025c5_v9tJGFdBy4zcL4zVdivAj345/310x430/1702461027.jpeg?s=074a90f5d78d247e9dab88aaacec98e7a3af63f0,"SAINT-BARTHÉLÉMY-LESTRA, FRANCE",Women
248,Dunk Nike rose,60.0,NIKE,ROSE,37.5,https://www.vinted.fr/items/3882064883-dunk-nike-rose?referrer=catalog,https://images1.vinted.net/t/02_0099a_mFyodC6MCBib9y6rYPzj3mDV/310x430/1702564025.jpeg?s=09b01bbbf4629b586324dc244ba3ce4c0d2f362e,"LILLE, FRANCE",Women
249,Dunk high ,55.0,NIKE,"NOIR, GRIS",38.5,https://www.vinted.fr/items/3876723512-dunk-high?referrer=catalog,https://images1.vinted.net/t/02_02275_xJVDVWKbHTHdpR5SfmzqNkpu/310x430/1702411712.jpeg?s=aef14d5af16a9610c92899c258bcc12585ed87d3,"AUBAGNE, FRANCE",Women
250,Nḭkḛ Dūnk Lów Valerian Blue EU 42,58.56,NIKE,"BLANC, BLEU",42,https://www.vinted.fr/items/3888453368-nike-dunk-low-valerian-blue-eu-42?referrer=catalog,https://images1.vinted.net/t/02_004a4_S4Y1EHHBL7qT6gjkGHiSgSdH/310x430/1702749391.jpeg?s=b08ede527d7c7e03f22f6d180efaf11669977ed4,"MADRID, ESPAGNE",Women
251,Nike dunk low ,150.0,NIKE,"BLANC, BEIGE",37.5,https://www.vinted.fr/items/3884418930-nike-dunk-low?referrer=catalog,https://images1.vinted.net/t/01_01237_4THd7Jct9tQA9FjYpfJbvTcE/310x430/1702640541.jpeg?s=25e286b7f2ad0058d69da96a274b33cf8d4f75e2,FRANCE,Women
252,Nike Dunk Low Grey Fog,90.0,NIKE,"GRIS, BLANC",37.5,https://www.vinted.fr/items/3888103430-nike-dunk-low-grey-fog?referrer=catalog,https://images1.vinted.net/t/01_0169d_h4fc7bjFt5CTbWLT6GRUmstu/310x430/1702742620.jpeg?s=c7cf6fc1ed58aaa5e7b2740417c4bff111822a82,"PARIS, FRANCE",Women
253,Nike dunks ,70.0,NIKE,MULTICOLORE,39,https://www.vinted.fr/items/3850399772-nike-dunks?referrer=catalog,https://images1.vinted.net/t/02_00215_i2qY84RCPnEEAr8Fpw1LbpKu/310x430/1701817408.jpeg?s=5a5e23d4463b3abaca6ccb450e17e23535d4db28,FRANCE,Women
254,Dunk nike,50.0,NIKE,"NOIR, BLANC",38,https://www.vinted.fr/items/3878169172-dunk-nike?referrer=catalog,https://images1.vinted.net/t/03_01086_EPHLnqd6o6oBYL96Khcb6tfF/310x430/1702467955.jpeg?s=5b07de96563455b210220e56ed01649077b2528b,"GOUSSAINVILLE, FRANCE",Women
255,dunk Low Retro White Black Panda 38,65.99,NIKE,"NOIR, BLANC",38,https://www.vinted.fr/items/3888018229-dunk-low-retro-white-black-panda-38?referrer=catalog,https://images1.vinted.net/t/01_0155f_UX9QAPCZPapLuVRp2Tp9KoJN/310x430/1702741178.jpeg?s=3e166d6feb5580961ac7c6d96ba9b79df7189e37,"TOURCOING, FRANCE",Women
256,Dunk blanche et beige ,90.0,NIKE,"BLANC, BEIGE",38,https://www.vinted.fr/items/3884173864-dunk-blanche-et-beige?referrer=catalog,https://images1.vinted.net/t/03_0055f_8sPuRqWbEEWNztoTtdFFZVm1/310x430/1702635980.jpeg?s=f7764869e8b637281d9494e5dc6782a05f00e3fe,"PARIS, FRANCE",Women
257,"Nike dunk numero 37,5",80.0,NIKE,"BLANC, CORAIL",37.5,https://www.vinted.fr/items/3887479685-nike-dunk-numero-375?referrer=catalog,https://images1.vinted.net/t/02_01df8_fUwMTmfKddUuTVwRQh45gk4K/310x430/1702732997.jpeg?s=dcebc3292a2ece94cb118340d6641848fd36aca5,"SCANDICCI, ITALIE",Women
258,Nike Dunk neuf,60.0,NIKE,NOIR,36.5,https://www.vinted.fr/items/3888387525-nike-dunk-neuf?referrer=catalog,https://images1.vinted.net/t/02_021c5_gfZtZkAyfMicRroj9X1jMmJj/310x430/1702747872.jpeg?s=643fb92642173a3a72bd7be8d98034aa544995d0,FRANCE,Women
259,"Nike dunk high 1985 (38,5)",85.0,NIKE,NOIR,38.5,https://www.vinted.fr/items/3888389256-nike-dunk-high-1985-385?referrer=catalog,https://images1.vinted.net/t/01_00585_2fqSX1BbeTLty1oDSJH2Dh2F/310x430/1702747904.jpeg?s=70319a4f651461da1a9a312ffbfcc681ea5444aa,"BOURG-LÈS-VALENCE, FRANCE",Women
260,Nike Dunk High Australia ,115.0,NIKE,"VERT FONCÉ, MOUTARDE",39,https://www.vinted.fr/items/3881129106-nike-dunk-high-australia?referrer=catalog,https://images1.vinted.net/t/03_021e3_PUmXM2bbCHwBjuYxXPR4sTRD/310x430/1702548380.jpeg?s=9ee04bdce75336bce0cf2d2ce7a4e0b027e61eff,FRANCE,Women
261,"Nike dunk low rose whisper nr. 38,5",70.0,NIKE,"BLANC, ROSE",38.5,https://www.vinted.fr/items/3887161078-nike-dunk-low-rose-whisper-nr-385?referrer=catalog,https://images1.vinted.net/t/01_023be_Gr6jHn796ayDDTDUaThagGN6/310x430/1702728133.jpeg?s=a008b21f5b7a60cc9de5aada18c1998ecd01beb0,"SAN PIETRO MUSSOLINO, ITALIE",Women
262,"Nike dunk low Iridescent maat 38,5",150.0,NIKE,"NOIR, BLANC",38.5,https://www.vinted.fr/items/3887835282-nike-dunk-low-iridescent-maat-385?referrer=catalog,https://images1.vinted.net/t/03_00608_5YqeJ2TeYMWXbKtHoosxZw2R/310x430/1702738248.jpeg?s=5ac617c508f9082d4f6cc28e22d0ed8dbda1e5e3,"OVERIJSSEL, PAYS-BAS",Women
263,Nike dunk low safari léopard taille 39 ,95.0,NIKE,MULTICOLORE,39,https://www.vinted.fr/items/3884894929-nike-dunk-low-safari-leopard-taille-39?referrer=catalog,https://images1.vinted.net/t/01_000b8_iZJnMSZ2AHJVrSzX3pWABEQj/310x430/1702649122.jpeg?s=e3625d69a8fe2f50e76d9e73e279051a5482e196,"BIDART, FRANCE",Women
264,Nike Dunk Active Fuchsia GS Low EUR 38.5,68.0,NIKE,"ROSE, VIOLET",38.5,https://www.vinted.fr/items/3886929706-nike-dunk-active-fuchsia-gs-low-eur-385?referrer=catalog,https://images1.vinted.net/t/01_023cc_wfp26gVAuVMKoUqbMjGmYtMS/310x430/1702724513.jpeg?s=bf2ea1f902963fcb4a106dcd4f4d30b08c5eac79,"AMERSFOORT, PAYS-BAS",Women
265,Nike Dunk low polar blue ,135.0,NIKE,"BLANC, BLEU",41,https://www.vinted.fr/items/3882613960-nike-dunk-low-polar-blue?referrer=catalog,https://images1.vinted.net/t/02_0124d_611CoeC3123759t95QiyRgyx/310x430/1702573699.jpeg?s=93cb9bf84c3d9901ed9709c7e8aedc78d261ad6f,FRANCE,Women
266,dunk low,60.0,NIKE,"CORAIL, ROSE",36,https://www.vinted.fr/items/3843713215-dunk-low?referrer=catalog,https://images1.vinted.net/t/01_01692_vr9pz1dHMELDmczw4ia5eCgj/310x430/1701684990.jpeg?s=11ef6f28e654cf9623ee2a48c5522b03e0d78c38,FRANCE,Women
267,dunk bleu ,69.99,NIKE,BLEU,37.5,https://www.vinted.fr/items/3864258023-dunk-bleu?referrer=catalog,https://images1.vinted.net/t/02_01581_pk5dyWa2tHDorG9JDbzX6e3k/310x430/1702149088.jpeg?s=367996815eed9f5b3cc03afde6e4c95e732b9b9e,"SAINT-BRICE-SOUS-FORÊT, FRANCE",Women
268,nike dunk low grises ,110.0,NIKE,"GRIS, BLANC",39,https://www.vinted.fr/items/3888602441-nike-dunk-low-grises?referrer=catalog,https://images1.vinted.net/t/03_00af4_3DRQcd8Rm1NgaxcTSrJery4U/310x430/1702752380.jpeg?s=6e9a362648db599c7d2c62f8e28e90c2006ddd7d,"MONTPELLIER, FRANCE",Women
269,Dunk low,75.0,NIKE,"NOIR, BLANC",39,https://www.vinted.fr/items/3883466791-dunk-low?referrer=catalog,https://images1.vinted.net/t/03_02470_akPRsbkgBAkoVydQT18ZDdbt/310x430/1702590434.jpeg?s=a882c21e6582f2f4f986dae8d6bd5247c70dd982,"LILLERS, FRANCE",Women
270,Dunk noir nike,50.0,NIKE,"NOIR, BLANC",37.5,https://www.vinted.fr/items/3886671111-dunk-noir-nike?referrer=catalog,https://images1.vinted.net/t/02_02168_zPUUkjkArCN2bpxcJUamFZKZ/310x430/1702720261.jpeg?s=2e5cd351d9089e9cee15e8431db1011abbe52863,FRANCE,Women
271,Dunk low ,35.0,NIKE,"BLANC, BLEU",40.5,https://www.vinted.fr/items/3885511698-dunk-low?referrer=catalog,https://images1.vinted.net/t/02_00195_nytWB8ZqwaHMvDbPXRuLQmqt/310x430/1702661292.jpeg?s=23a920d578a8767ea0b3778cc9ce2e64eb4a954c,FRANCE,Women
272,Dunk mint next nature ,135.0,NIKE,MENTHE,38.5,https://www.vinted.fr/items/3887397709-dunk-mint-next-nature?referrer=catalog,https://images1.vinted.net/t/01_014a4_Z9bj72LPseSGUqZR6SJofvdk/310x430/1702731781.jpeg?s=4afdf609375e3df48aa419525915ef4883d6628c,"PARIS, FRANCE",Women
273,Nike Dunk Rose pale Le prix est négociable !!,50.0,NIKE,"BLANC, ROSE",38,https://www.vinted.fr/items/3888521349-nike-dunk-rose-pale-le-prix-est-negociable?referrer=catalog,https://images1.vinted.net/t/01_01861_FhoAzcD1HD2vX9Ps4K6a7LQv/310x430/1702750590.jpeg?s=ebbfe55150f110aa375e9b285f589382ef3b110f,"LYON, FRANCE",Women
274,Nike dunk low disrupt summit white,65.0,NIKE,"BLANC, LILA",40,https://www.vinted.fr/items/3887280163-nike-dunk-low-disrupt-summit-white?referrer=catalog,https://images1.vinted.net/t/02_00b02_8nyUEhbfRBdAacNLzvJrfrHa/310x430/1702729997.jpeg?s=207d34d25713dbd121f89a3240e64a41edd7ff73,FRANCE,Women
275,Nike dunk low,105.0,NIKE,"NOIR, BLANC",39,https://www.vinted.fr/items/3874763894-nike-dunk-low?referrer=catalog,https://images1.vinted.net/t/02_00cc7_VkFSZyyHmDur5nnzJ1hoQKAZ/310x430/1702381474.jpeg?s=191d6858ebaa2c59ee3060f3a156e048a03d55a1,FRANCE,Women
276,Nike Dunk Low UNC bleu ,80.0,NIKE,"BLANC, BLEU",39,https://www.vinted.fr/items/3885338124-nike-dunk-low-unc-bleu?referrer=catalog,https://images1.vinted.net/t/02_00c26_QrTgALbicpf7WzpzfJzjb2Wp/310x430/1702657622.jpeg?s=4059f0559cc66bef00a4e1912a41f48fb31bedc4,"LILLE, FRANCE",Women
277,Nike Dunk Golden Gals Metalic taille 38,290.0,NIKE,"BLANC, ARGENTÉ",38,https://www.vinted.fr/items/3885769583-nike-dunk-golden-gals-metalic-taille-38?referrer=catalog,https://images1.vinted.net/t/01_00e96_dLSPgEMRsHopEQrLRYN9xzb2/310x430/1702667250.jpeg?s=d49062136ab102ee848a6be68e5be159c64d6096,FRANCE,Women
278,Nike dunk low taupe ,170.0,NIKE,"BEIGE, MARRON",37.5,https://www.vinted.fr/items/3884114804-nike-dunk-low-taupe?referrer=catalog,https://images1.vinted.net/t/02_024f6_umDb7xEDSiwg2UhZ19fcEisq/310x430/1702634876.jpeg?s=0547fa420a0bdb0dd4163d06c19d96f7f38691b9,"VIENNE, FRANCE",Women
279,Nike Dunk Low Minéral Teal - Taille 36.5,55.0,NIKE,"ROSE, TURQUOISE",36.5,https://www.vinted.fr/items/3885488482-nike-dunk-low-mineral-teal-taille-365?referrer=catalog,https://images1.vinted.net/t/03_00e2d_rbRSdCkGU8H8WXqdHyDdp3Cg/310x430/1702660798.jpeg?s=df51862afa80823a4ae49682bffe503338318c0c,FRANCE,Women
280,Nike Dunk Grey Low Fog 38,67.1,NIKE,GRIS,38,https://www.vinted.fr/items/3887130260-nike-dunk-grey-low-fog-38?referrer=catalog,https://images1.vinted.net/t/01_00dfb_fCCuK6BeeVpV4BictK9Qi2V6/310x430/1702727643.jpeg?s=e0776bc0bf3f504ef849e74522b4ae2f3090dd0f,"SARREGUEMINES, FRANCE",Women
281,Dunks,85.0,NIKE,GRIS,41,https://www.vinted.fr/items/3887715469-dunks?referrer=catalog,https://images1.vinted.net/t/03_01e01_KHcynDimNJZ2UQxRykLC62L2/310x430/1702736446.jpeg?s=1685008dc89bf26238a89437f93b958dbf917454,"PAU, FRANCE",Women
282,"Nike dunk sb Qs the powerpuff girls blossom t.37,5",300.0,NIKE,ROSE,37.5,https://www.vinted.fr/items/3888389636-nike-dunk-sb-qs-the-powerpuff-girls-blossom-t375?referrer=catalog,https://images1.vinted.net/t/02_0006c_Nzp8QFBx6ZGf4gMbScsWeG9S/310x430/1702747912.jpeg?s=2dc8bf970dbb9c22e770258f3e6d3199e88afe7c,FRANCE,Women
283,Nike dunk Low,75.0,NIKE,TURQUOISE,40.5,https://www.vinted.fr/items/3877746852-nike-dunk-low?referrer=catalog,https://images1.vinted.net/t/01_010e7_mm7sS6ZgUmcceZctcDeigTA2/310x430/1702461348.jpeg?s=96f62459a08b5e637e141408c8d84bda03e56e3a,ITALIE,Women
284,Dunk low,80.0,NIKE,"BLANC, MARRON",41,https://www.vinted.fr/items/3872384590-dunk-low?referrer=catalog,https://images1.vinted.net/t/02_00fd5_mYJcGYXot9B2sZAWFBB5t7QL/310x430/1702314007.jpeg?s=3cd1e7256db41a1f72ab3a482d2e9035f8989696,"IRON, FRANCE",Women
285,nike dunk high,115.0,NIKE,NOIR,38.5,https://www.vinted.fr/items/3888618975-nike-dunk-high?referrer=catalog,https://images1.vinted.net/t/03_01edc_U5sXFiGn32E2RJCmxxeGAXCQ/310x430/1702752752.jpeg?s=ae00a08cd594a73f3e329d96627c76305a19b5e2,"MIRAMAS, FRANCE",Women
286,Dunk  Low pink glaze,100.0,NIKE,"BLANC, ROSE",38.5,https://www.vinted.fr/items/3887166466-dunk-low-pink-glaze?referrer=catalog,https://images1.vinted.net/t/01_024b9_DrhmThu7nic4YC953Zn2JcNy/310x430/1702728220.jpeg?s=4d2f860ea20f6d66742311da6d1137576890e0bf,"FRANCONVILLE, FRANCE",Women
287,Nike dunk low Michigan state satin ,130.0,NIKE,"BLANC, VERT",38,https://www.vinted.fr/items/3884309778-nike-dunk-low-michigan-state-satin?referrer=catalog,https://images1.vinted.net/t/01_00353_1bzW9qPQWT2N6AccUxwfjQca/310x430/1702638468.jpeg?s=ba3b7545c19c58c8c044824ab09b3ebaf09d03c7,"NANTES, FRANCE",Women
288,Nike dunk,60.0,NIKE,"NOIR, BLANC",42.5,https://www.vinted.fr/items/3876050636-nike-dunk?referrer=catalog,https://images1.vinted.net/t/02_00052_6bWi9zzraqjGjL7W8YH2Hbzf/310x430/1702400775.jpeg?s=84fe497c589dfb1c6ad970dee38ff6189cd1a3ad,"ROSNY-SOUS-BOIS, FRANCE",Women
289,Dunk vert d’eau ,120.0,NIKE,MENTHE,40.5,https://www.vinted.fr/items/3889076271-dunk-vert-deau?referrer=catalog,https://images1.vinted.net/t/02_00b0a_geXmBZ9Fb6dzBLzmBd1KLz7U/310x430/1702765733.jpeg?s=4d3fbb8b76d7b98fea2b3006859237d4949c9e96,"PARIS, FRANCE",Women
290,nike dunk ,40.0,NIKE,"GRIS, BLANC",40.5,https://www.vinted.fr/items/3856294375-nike-dunk?referrer=catalog,https://images1.vinted.net/t/03_01e72_TVL59RzXffqEVTtbGVXUcgne/310x430/1701967019.jpeg?s=cfc5614bd8468d5830e8630605a31a3b8147ac08,"MÉRY-SUR-SEINE, FRANCE",Women
291,Nike dunk high noir et blanc,85.0,NIKE,"NOIR, BLANC",37.5,https://www.vinted.fr/items/3888761402-nike-dunk-high-noir-et-blanc?referrer=catalog,https://images1.vinted.net/t/03_02639_ZE6DArtSCtnZFFc9VQwojQXM/310x430/1702756171.jpeg?s=6c47c6c55ad21beca25cbc3b858e511376e79dd0,"CHEVILLY-LARUE, FRANCE",Women
