Title;Price;Brand;Color;Size;Link;Image Source;Localisation;Gender;Approximate Carbon Footprint (kg CO2);Approximative Carbon Print from Ordering on Nike (kg CO2/ton);Carbon Profit (kg CO2);Average price of the product on Nike;Profit Made;
Blazer Nike ;40.0;NIKE;BLANC, MULTICOLORE;38.0;https://www.vinted.fr/items/2614713078-blazer-nike?referrer=catalog;https://images1.vinted.net/t/03_01797_5aeVyFLEDWgDas9VxJE6oe1a/310x430/1674393380.jpeg?s=ac2127b4f3ec5ebffbfaad4f224fa91768881c81;BORDEAUX, FRANCE;Women;99.83489114488926;405;305.16510885511076;88.6856756756756;48.6856756756756;
Nike Blazer;40.0;NIKE;BLANC, JAUNE;42;https://www.vinted.fr/items/1274853115-nike-blazer?referrer=catalog;https://images1.vinted.net/t/03_0122c_CzECwt1ZLt6qubwaghbpCiHk/310x430/1629901204.jpeg?s=e7e7f6af899cfaf23321c3e3a4f9ad0d83eaade5;VILAMAIOR (CALEIRO), ESPAGNE;Men;222.8833553758658;405;182.1166446241342;88.6856756756756;48.6856756756756;
Nike blazer;40.0;NIKE;BLEU, BLANC;41;https://www.vinted.fr/items/210235768-nike-blazer?referrer=catalog;https://images1.vinted.net/t/01_02391_enAvPLZbqDk7NASYHJXFqiqs/310x430/1602301957.jpeg?s=010c3ff055e2dd8765f8a139aa8711a39198ffbb;THIONVILLE, FRANCE;Men;56.81397441236598;405;348.18602558763405;88.6856756756756;48.6856756756756;
Nike blazer;40.0;NIKE;BEIGE, MARRON;40.0;https://www.vinted.fr/items/3872635393-nike-blazer?referrer=catalog;https://images1.vinted.net/t/02_01e39_Kf6XuTbn6CAmUoWEHz5xmKzW/310x430/1702317556.jpeg?s=61c8fa035f691c12d58c27fbaa4ed1cf62854ecc;MONTPELLIER, FRANCE;Women;118.95161652537877;405;286.04838347462123;88.6856756756756;48.6856756756756;
Nike blazer ;40.0;NIKE;NOIR, BLANC;43;https://www.vinted.fr/items/3457790542-nike-blazer?referrer=catalog;https://images1.vinted.net/t/02_00607_HCUQxWe46M64hwWyLENhqrCR/310x430/1694368859.jpeg?s=a36a01e441c9279ef95ce9279cbf99d4a0471f08;NANTES, FRANCE;Men;68.69651029858929;405;336.30348970141074;88.6856756756756;48.6856756756756;
Nike Blazer;40.0;NIKE;BLANC, BLEU;46;https://www.vinted.fr/items/3838012385-nike-blazer?referrer=catalog;https://images1.vinted.net/t/01_0185c_sbMvZSbFapbtgif67FdTzX8j/310x430/1701556487.jpeg?s=e622d4e93031780d0a57a37568ea8728738d74cd;ITALIE;Men;211.5912481093571;405;193.4087518906429;88.6856756756756;48.6856756756756;
Nike Blazer ;40.0;NIKE;BLEU, BLEU CLAIR;40.0;https://www.vinted.fr/items/1673890545-nike-blazer?referrer=catalog;https://images1.vinted.net/t/02_012fb_SwCWb9qfFsUycJpii8LpqGfU/310x430/1647275106.jpeg?s=627c3a0b2b3e860c3c15d2ab34088528837bc47f;FRANCE;Women;50.58615778249138;405;354.4138422175086;88.6856756756756;48.6856756756756;
Nike blazer ;40.0;NIKE;GRIS, BLANC;42;https://www.vinted.fr/items/3441592571-nike-blazer?referrer=catalog;https://images1.vinted.net/t/03_00ef0_mLcpynNxXWTsCyqMYGXb32wr/310x430/1694001046.jpeg?s=21f4b510f4da2e6c1c0dd3e0501887c607fd5fee;SAINT-LOUBÈS, FRANCE;Men;97.28792408561303;405;307.71207591438696;88.6856756756756;48.6856756756756;
Nike blazer ;40.0;NIKE;BLANC, ORANGE;45;https://www.vinted.fr/items/3541294514-nike-blazer?referrer=catalog;https://images1.vinted.net/t/02_02177_bQ95ScJ7GwN5aLrGp6wA9tRG/310x430/1696060109.jpeg?s=aedd54ed1669016d5cdd12bffcc7a0f6a7bd16b1;PARÇAY-SUR-VIENNE, FRANCE;Men;47.97929984065541;405;357.0207001593446;88.6856756756756;48.6856756756756;
Nike Blazer ;40.0;NIKE;NOIR, BLANC;37.5;https://www.vinted.fr/items/3236567228-nike-blazer?referrer=catalog;https://images1.vinted.net/t/02_00dcb_z7xJUba1p4C2BVjKKmXhBHkk/310x430/1689252360.jpeg?s=51dfdf4124e740bf86c8a4a9dbe4f91d0bd1c4ab;MAUGUIO, FRANCE;Women;119.28106304447954;405;285.71893695552046;88.6856756756756;48.6856756756756;
Blazer nike ;40.0;NIKE;GRIS;41;https://www.vinted.fr/items/2659892821-blazer-nike?referrer=catalog;https://images1.vinted.net/t/02_020d7_acWD2rpZJST3uY8a5LBjn4gf/310x430/1675591236.jpeg?s=d4e3b2f831c58394ee257f7ba6e95cf8e963538d;NANTERRE, FRANCE;Men;2.2726602871898347;405;402.7273397128102;88.6856756756756;48.6856756756756;
Nike blazer ;40.0;NIKE;NOIR, BLANC;38.0;https://www.vinted.fr/items/3197325431-nike-blazer?referrer=catalog;https://images1.vinted.net/t/03_01923_nfMysjTnHYjwZuGGB5ug2oiS/310x430/1688291582.jpeg?s=f59d2255feaa1367fc9d3adeaa8bccf8623621db;SAINT-RÉMY, FRANCE;Women;39.655246430495495;405;365.3447535695045;88.6856756756756;48.6856756756756;
Nike Blazer;40.0;NIKE;BLANC, JAUNE;39;https://www.vinted.fr/items/2972149444-nike-blazer?referrer=catalog;https://images1.vinted.net/t/03_00ebe_bvc2qHX6tE9Cicn7k3GFdQJd/310x430/1683034171.jpeg?s=e4207ed82d361773d3db7414e53d870217a2e56e;GETAFE, ESPAGNE;Men;212.96989355902306;405;192.03010644097694;88.6856756756756;48.6856756756756;
 Blazer Nike;40.0;NIKE;BEIGE, BLANC;37.0;https://www.vinted.fr/items/2964617189-blazer-nike?referrer=catalog;https://images1.vinted.net/t/02_01e0e_KKxwDWAPJNZ1R4RtB5YvF7We/310x430/1682879885.jpeg?s=7063e925f4092b8f137edae9e43c3d7e7799ca2d;PARIS, FRANCE;Women;0.0888444020338186;405;404.9111555979662;88.6856756756756;48.6856756756756;
Nike blazer;40.0;NIKE;NOIR, BLANC;42;https://www.vinted.fr/items/3755830879-nike-blazer?referrer=catalog;https://images1.vinted.net/t/01_02556_h7wQK3m41g4jYLDpZPWErD27/310x430/1699896885.jpeg?s=74cf3302531c5d0b2e22285fc4462ea5528f35c5;ROMA, ITALIE;Men;221.3258796064532;405;183.6741203935468;88.6856756756756;48.6856756756756;
Nike blazer;40.0;NIKE;NOIR, BLANC;37.5;https://www.vinted.fr/items/3499233484-nike-blazer?referrer=catalog;https://images1.vinted.net/t/01_0145d_SLoLLCtE7vQWeHQ7aqSSd2pJ/310x430/1695224585.jpeg?s=5f99de69253c8d09358a89647dfeae5ae0206e39;FRANCE;Women;50.58615778249138;405;354.4138422175086;88.6856756756756;48.6856756756756;
Nike Blazer ;40.0;NIKE;NOIR;42;https://www.vinted.fr/items/3465531771-nike-blazer?referrer=catalog;https://images1.vinted.net/t/01_01e75_udFw6VunwG67pWHkZhuq48MU/310x430/1694541762.jpeg?s=800560565aeb2ec129a62b6c11c0e21dd0b2ee76;BEAUFAY, FRANCE;Men;33.37558757188824;405;371.6244124281118;88.6856756756756;48.6856756756756;
Nike blazer ;40.0;NIKE;BLANC, VERT;38,5;https://www.vinted.fr/items/3359491476-nike-blazer?referrer=catalog;https://images1.vinted.net/t/02_00b81_4AkC758Xj6omUshnuLC7xihv/310x430/1692259955.jpeg?s=4c714bb0876b032fd1ee024b08b286bc946899bc;BIESME, BELGIQUE;Men;46.30121363260977;405;358.6987863673902;88.6856756756756;48.6856756756756;
Nike Blazer;40.0;NIKE;BEIGE, BLANC;42,5;https://www.vinted.fr/items/2668936257-nike-blazer?referrer=catalog;https://images1.vinted.net/t/03_02272_WqtAqXFiH8XxNpMaTM6DyQrA/310x430/1675779999.jpeg?s=3656a900df0f309d140d4a829b90c71511351d60;FRANCE;Men;50.58615778249138;405;354.4138422175086;88.6856756756756;48.6856756756756;
Nike blazer ;40.0;NIKE;BLEU, BLANC;42;https://www.vinted.fr/items/2498842595-nike-blazer?referrer=catalog;https://images1.vinted.net/t/01_020f5_RfZQdtcJfMjpWLqWdTUsAJoy/310x430/1670668432.jpeg?s=89c743a0cdb771c832b921b6b9ae88be6b638fe6;POLLONE, ITALIE;Men;112.39306853464882;405;292.6069314653512;88.6856756756756;48.6856756756756;
Nike Blazer;40.0;NIKE;BLEU;41;https://www.vinted.fr/items/2690572265-nike-blazer?referrer=catalog;https://images1.vinted.net/t/02_021e0_bQG4mHYxdCX6gYmNPpYDpVM2/310x430/1676371463.jpeg?s=d795a41b8ba64f4c179d3616ac74cdbbd1d35b4f;BOURRON-MARLOTTE, FRANCE;Men;12.599528237755893;405;392.4004717622441;88.6856756756756;48.6856756756756;
Nike blazer;40.0;NIKE;NOIR;42,5;https://www.vinted.fr/items/3201050596-nike-blazer?referrer=catalog;https://images1.vinted.net/t/03_016f8_uUTDBrdc6EhE9Mck3apAZZdp/310x430/1688338463.jpeg?s=911929a3147e52cc7dd3788962abd0e96e42932f;NOYANT-DE-TOURAINE, FRANCE;Men;47.15172279259529;405;357.8482772074047;88.6856756756756;48.6856756756756;
Blazer nike ;40.0;NIKE;BLANC, ROUGE;39;https://www.vinted.fr/items/3868734729-blazer-nike?referrer=catalog;https://images1.vinted.net/t/01_02034_XgVbTUX1MEbzZ2CA6MLbVBDi/310x430/1702231895.jpeg?s=67eac38f174d30c4e4d3b20cb35785aa18406249;BORDEAUX, FRANCE;Men;99.83489114488926;405;305.16510885511076;88.6856756756756;48.6856756756756;
Blazer Nike ;40.0;NIKE;BEIGE, BLANC;39.0;https://www.vinted.fr/items/2792916518-blazer-nike?referrer=catalog;https://images1.vinted.net/t/01_01fde_3CPPvABwLq7pC6dbBAGuiftC/310x430/1678900671.jpeg?s=6a80f4a2e25387bbf6fae2f562e2bdfe15d28044;TOUTAINVILLE, FRANCE;Women;29.816280923788202;405;375.1837190762118;88.6856756756756;48.6856756756756;
Nike Blazer;40.0;NIKE;BLANC;42;https://www.vinted.fr/items/2610771880-nike-blazer?referrer=catalog;https://images1.vinted.net/t/02_00c33_i7zJAAy6h7sSQhteAQUX2V94/310x430/1674303050.jpeg?s=c42c7a0b52f47de786156f16e59f02acf3b748c7;EL PRAT DE LLOBREGAT, ESPAGNE;Men;167.45943734873927;405;237.54056265126073;88.6856756756756;48.6856756756756;
Nike Blazer ;40.0;NIKE;ROUGE, BLANC;45;https://www.vinted.fr/items/2713577062-nike-blazer?referrer=catalog;https://images1.vinted.net/t/03_0079e_vN9TqJ2qoav83cxYDwAo4hQH/310x430/1676980329.jpeg?s=0fded6bea1b4aaafdac71e0c17aba0d9b636ed26;SERMOISE, FRANCE;Men;19.74010809235679;405;385.25989190764324;88.6856756756756;48.6856756756756;
Nike Blazer;40.0;NIKE;CRÈME, ABRICOT;38.0;https://www.vinted.fr/items/237766032-nike-blazer?referrer=catalog;https://images1.vinted.net/t/01_01b13_LFy7CTUSBE9mYfBELTaQuLzc/310x430/1602311167.jpeg?s=73d968616ae3f1d6a25655a361df59a9c2d660df;MOULINS, FRANCE;Women;23.153909140249237;405;381.84609085975075;88.6856756756756;48.6856756756756;
Blazer ;40.0;NIKE;BLANC;44;https://www.vinted.fr/items/2401609334-blazer?referrer=catalog;https://images1.vinted.net/t/03_01cb7_9MmRFaYwnXtGtqwBA9gCtYzD/310x430/1668072851.jpeg?s=fc520994e4e1a218ba2a9ae86b57e503a9512705;PESCARA, ITALIE;Men;231.9112306330152;405;173.0887693669848;88.6856756756756;48.6856756756756;
Nike blazer ;40.0;NIKE;NOIR;40.0;https://www.vinted.fr/items/1279736190-nike-blazer?referrer=catalog;https://images1.vinted.net/t/03_010be_tbRvBztnFp3Tn4KLvFc8r3ge/310x430/1630152458.jpeg?s=74e475af22320baaab917a70ba6c3c55f627b2b2;MASSY, FRANCE;Women;23.152680815807855;405;381.84731918419214;88.6856756756756;48.6856756756756;
nike blazer ;40.0;NIKE;BLANC, BORDEAUX;41.0;https://www.vinted.fr/items/2542127031-nike-blazer?referrer=catalog;https://images1.vinted.net/t/03_008b1_ZmHL75CToFU6ayCp1e55WgaN/310x430/1672327087.jpeg?s=fb21dd98a4b8f4ec371cb99ebf039cdab53138bb;COGOLIN, FRANCE;Women;140.4059286922482;405;264.5940713077518;88.6856756756756;48.6856756756756;
Blazer Nike;40.0;NIKE;NOIR, BLANC;41;https://www.vinted.fr/items/3468727586-blazer-nike?referrer=catalog;https://images1.vinted.net/t/02_01580_VBBKDcNc7URmv1hHYpsLodUn/310x430/1694680223.jpeg?s=d7e5013804cdfee623a5f6cc33c7e558cc0e0559;FRANCE;Men;50.58615778249138;405;354.4138422175086;88.6856756756756;48.6856756756756;
Nike blazer;40.0;NIKE;NOIR, BLANC;40;https://www.vinted.fr/items/2427590261-nike-blazer?referrer=catalog;https://images1.vinted.net/t/01_012fb_4jWqdsSFomiy2DJF8oyinfiE/310x430/1668697627.jpeg?s=141c516d5dc4f3a46aaeb4283be10f9c8fce4cfa;MÁLAGA, ESPAGNE;Men;291.2220704330091;405;113.7779295669909;88.6856756756756;48.6856756756756;
Nike Blazer ;40.0;NIKE;BLANC;44;https://www.vinted.fr/items/2646857326-nike-blazer?referrer=catalog;https://images1.vinted.net/t/01_012ee_Z3PgdvV3LGAmuhoGgFUimRVZ/310x430/1675202334.jpeg?s=218fb98033355861ec270809b45144094b70286b;SPRINKANGE, LUXEMBOURG;Men;55.03606035167876;405;349.96393964832123;88.6856756756756;48.6856756756756;
Nike blazer;40.0;NIKE;NOIR, BLANC;40;https://www.vinted.fr/items/2789989945-nike-blazer?referrer=catalog;https://images1.vinted.net/t/02_01a87_4FpBGYyBQ2kFaYGmy3H5VegH/310x430/1678825278.jpeg?s=be3b334bc138a0519ed4b626cfd05473ddb595c9;ITALIE;Men;211.5912481093571;405;193.4087518906429;88.6856756756756;48.6856756756756;
Nike blazer ;40.0;NIKE;ROUGE, BLANC;44,5;https://www.vinted.fr/items/2631134001-nike-blazer?referrer=catalog;https://images1.vinted.net/t/01_00aed_GYf7or5CjiXEdzHxdZ7t72D2/310x430/1674831623.jpeg?s=e2f9ae51bf017ab614ce532d774d91567c174387;PARIS, FRANCE;Men;0.0888444020338186;405;404.9111555979662;88.6856756756756;48.6856756756756;
Nike Blazer;40.0;NIKE;ROUGE, BLANC;38.0;https://www.vinted.fr/items/1485604102-nike-blazer?referrer=catalog;https://images1.vinted.net/t/03_01cbf_6kLtanDcG2RmrVSgzpT57TXe/310x430/1638458194.jpeg?s=87a5cfd4146a3de22322fbaff4edd3515a464c5d;FRANCE;Women;50.58615778249138;405;354.4138422175086;88.6856756756756;48.6856756756756;
Nike Blazer;40.0;NIKE;BLANC;40;https://www.vinted.fr/items/3042752525-nike-blazer?referrer=catalog;https://images1.vinted.net/t/01_01311_KwU3ZHVUrjULJA9DrFc9yx8L/310x430/1684601325.jpeg?s=7fa464e95922cc070b67a31243237b4a0948a1ec;LEIRIA, PORTUGAL;Men;269.12389789412845;405;135.87610210587155;88.6856756756756;48.6856756756756;
blazer nike ;40.0;NIKE;ROSE, BLANC;37.5;https://www.vinted.fr/items/1821170225-blazer-nike?referrer=catalog;https://images1.vinted.net/t/01_010e5_LB1bbCkBg9LrSCD5T1eWfULP/310x430/1652111166.jpeg?s=6e9d8c9c26a9a1d7d0ca36c25334fac9f3c47a6d;CEYRESTE, FRANCE;Women;135.24303192143302;405;269.75696807856696;88.6856756756756;48.6856756756756;
Nike Blazer ;40.0;NIKE;VERT;41;https://www.vinted.fr/items/1771358494-nike-blazer?referrer=catalog;https://images1.vinted.net/t/03_014e1_kLRpTL6LeDXS6mg9F9NhjRWM/310x430/1650294119.jpeg?s=b9ea7eae630df61fb43349579573114f00591748;ITALIE;Men;211.5912481093571;405;193.4087518906429;88.6856756756756;48.6856756756756;
Nike blazer;40.0;NIKE;BLANC;45;https://www.vinted.fr/items/3813431403-nike-blazer?referrer=catalog;https://images1.vinted.net/t/01_01949_en4vHe2vjgsWqi9eYz5ukJWE/310x430/1701019885.jpeg?s=ba4ab4e4d8e149d0d0be331040b986736b9bfd47;CENON, FRANCE;Men;99.17265870986955;405;305.82734129013045;88.6856756756756;48.6856756756756;
Nike Blazer;40.0;NIKE;BLANC;38.0;https://www.vinted.fr/items/2226129583-nike-blazer?referrer=catalog;https://images1.vinted.net/t/02_01827_DxwbTztAW86YuqqmKogt3smE/310x430/1663782762.jpeg?s=8392b4a39468428242f3128b04fe3d7d175bb2ef;SAINTE-VERGE, FRANCE;Women;56.17096865960432;405;348.82903134039566;88.6856756756756;48.6856756756756;
Nike Blazer ;40.0;NIKE;BLANC;42;https://www.vinted.fr/items/3851850798-nike-blazer?referrer=catalog;https://images1.vinted.net/t/01_00048_fg12gfXBFuxHurScMQdBojr2/310x430/1701868584.jpeg?s=1f9ab7cdc6304e8fed7f3738f82b3d245b6196ca;ITALIE;Men;211.5912481093571;405;193.4087518906429;88.6856756756756;48.6856756756756;
Blazer nike ;40.0;NIKE;GRIS;45;https://www.vinted.fr/items/484533623-blazer-nike?referrer=catalog;https://images1.vinted.net/t/01_01a47_GeSnH4LU1FRs5T9GHgXub8dk/310x430/1600952123.jpeg?s=e754137804be6d98e743f7f49b76fdf7ddbd5a5f;HÉNANBIHEN, FRANCE;Men;69.90903604171683;405;335.09096395828317;88.6856756756756;48.6856756756756;
Blazer nike;40.0;NIKE;NOIR, BLANC;39;https://www.vinted.fr/items/2044832171-blazer-nike?referrer=catalog;https://images1.vinted.net/t/02_01d2b_FRB4bQ5mFgc7tdT95jzxHoAg/310x430/1658225247.jpeg?s=044f3219b599d015bcb831ed5050c232c2e66319;ITALIE;Men;211.5912481093571;405;193.4087518906429;88.6856756756756;48.6856756756756;
Nike blazer ;40.0;NIKE;BLEU, BLANC;41;https://www.vinted.fr/items/2253240527-nike-blazer?referrer=catalog;https://images1.vinted.net/t/02_01a5a_bynWhugeJ28mbGPtJEHjD9KT/310x430/1664389240.jpeg?s=a93d9a61243cd0e6ab176c2be04cfaa65ac395ff;PARIS, FRANCE;Men;0.0888444020338186;405;404.9111555979662;88.6856756756756;48.6856756756756;
Nike blazer;40.0;NIKE;GRIS, ORANGE;38.0;https://www.vinted.fr/items/58768971-nike-blazer?referrer=catalog;https://images1.vinted.net/t/01_02045_appwEhfmTq8depWZ5shbpb7h/310x430/1602216571.jpeg?s=7ad67a6104fbb31750690f40a9916743fdada055;LYON 02, FRANCE;Women;78.43762945633603;405;326.562370543664;88.6856756756756;48.6856756756756;
Nike blazer;40.0;NIKE;BLANC;37.5;https://www.vinted.fr/items/3839601245-nike-blazer?referrer=catalog;https://images1.vinted.net/t/02_017ed_SeEMLkN7UNSAy51UGAFRsKLd/310x430/1701606182.jpeg?s=ab051999997aeb74dbf68ed9e81d5f47304086ff;ÉCOUVES, FRANCE;Women;33.92041409798098;405;371.079585902019;88.6856756756756;48.6856756756756;
Nike blazer ;40.0;NIKE;NOIR, BLANC;45;https://www.vinted.fr/items/3047071955-nike-blazer?referrer=catalog;https://images1.vinted.net/t/02_017bf_723p3r7QezCrNmzpMhy7mJmx/310x430/1684688331.jpeg?s=cd0206682d198d3347a8ec65f3be7ef769b3f377;CHICLANA DE LA FRONTERA, ESPAGNE;Men;309.0329692715396;405;95.96703072846037;88.6856756756756;48.6856756756756;
Nike blazer ;40.0;NIKE;BLANC, BEIGE;41.0;https://www.vinted.fr/items/2066185998-nike-blazer?referrer=catalog;https://images1.vinted.net/t/02_00172_EwPv3ZT5EGzWqPxhcfM5ogZf/310x430/1659957504.jpeg?s=e1ed339fc1a4111086fc88f015d17f0ea17ac3d9;TOURCOING, FRANCE;Women;43.129426882529174;405;361.8705731174708;88.6856756756756;48.6856756756756;
Nike blazer;40.0;NIKE;NOIR, BLANC;43;https://www.vinted.fr/items/2954620520-nike-blazer?referrer=catalog;https://images1.vinted.net/t/03_00e0d_fDAVEKQEN4p2Dj2MSyNA4zcX/310x430/1682668420.jpeg?s=7c7767446bc81dbebe2a764a54c0577b69168654;OPERA, ITALIE;Men;129.6766928563742;405;275.3233071436258;88.6856756756756;48.6856756756756;
Nike Blazer ;40.0;NIKE;NOIR, BLANC;44;https://www.vinted.fr/items/3817668179-nike-blazer?referrer=catalog;https://images1.vinted.net/t/03_01956_Ay5FxWspbV2WP5rC4Dnu95Vy/310x430/1701103337.jpeg?s=778a0954956931196d2fd9f41b5049a811353505;ITALIE;Men;211.5912481093571;405;193.4087518906429;88.6856756756756;48.6856756756756;
Blazer nike ;40.0;NIKE;NOIR, BLANC;39.0;https://www.vinted.fr/items/2534114364-blazer-nike?referrer=catalog;https://images1.vinted.net/t/03_00e95_s6YAPcCCDbDe1uYPFqG1afNi/310x430/1672061168.jpeg?s=841b82bc26fda12a5e696f07f672a092b12d5494;PAU, FRANCE;Women;130.56762771746375;405;274.4323722825362;88.6856756756756;48.6856756756756;
nike blazer;40.0;NIKE;BLANC, TURQUOISE;39.0;https://www.vinted.fr/items/3700393640-nike-blazer?referrer=catalog;https://images1.vinted.net/t/03_02218_Pty8opgXhpyUKyjpvBp8bhw5/310x430/1698931998.jpeg?s=8e55fec9b7ae78b84a8e1ecc4bfd1d07912f6cb8;FRANCE;Women;50.58615778249138;405;354.4138422175086;88.6856756756756;48.6856756756756;
Nike blazers;40.0;NIKE;NOIR, BLANC;37.5;https://www.vinted.fr/items/3842115477-nike-blazers?referrer=catalog;https://images1.vinted.net/t/03_00333_z3hjnbgGbPUmf4oSeUmngpTH/310x430/1701629227.jpeg?s=6318935d4e326ae98613a440d880378f33ce3133;LILLE, FRANCE;Women;40.900527784952054;405;364.09947221504797;88.6856756756756;48.6856756756756;
Nike blazer daim bleu ;40.0;NIKE;BLANC, BLEU;41.0;https://www.vinted.fr/items/3879761483-nike-blazer-daim-bleu?referrer=catalog;https://images1.vinted.net/t/01_00c50_hE7HasLB8aa6bSkVQQJLoj9w/310x430/1702491936.jpeg?s=db7cc1ca8005891c95d123c73cb519dbfbd0239f;MARSEILLE 11, FRANCE;Women;132.83598637112388;405;272.1640136288761;88.6856756756756;48.6856756756756;
Nike Jordan Série ES taille 45;40.0;NIKE;BLANC;45;https://www.vinted.fr/items/3876740475-nike-jordan-serie-es-taille-45?referrer=catalog;https://images1.vinted.net/t/03_002ac_PuGMoZpuhamcZma981JiCAKC/310x430/1702411994.jpeg?s=fa9d6b448824fb8aceef7cfa87a8ea229fc50e20;FRANCE;Men;50.58615778249138;405;354.4138422175086;88.6856756756756;48.6856756756756;
Nike blazer;40.0;NIKE;BLANC, MULTICOLORE;42;https://www.vinted.fr/items/3480129212-nike-blazer?referrer=catalog;https://images1.vinted.net/t/02_0137e_PgwizMkzyV5tuToHrzGEkdDp/310x430/1694874564.jpeg?s=391ba62af45e1921818154654c3bd699a473b0e3;GETAFE, ESPAGNE;Men;212.96989355902306;405;192.03010644097694;88.6856756756756;48.6856756756756;
Nike blazer;40.0;NIKE;BLANC, BEIGE;39.0;https://www.vinted.fr/items/3789097472-nike-blazer?referrer=catalog;https://images1.vinted.net/t/03_01d11_dmpva9igbfVnRULRy8yytr9y/310x430/1700547449.jpeg?s=e85a06d1e37dd94c9440a3468637160ea30febdb;ERCHEU, FRANCE;Women;20.665900448599146;405;384.33409955140087;88.6856756756756;48.6856756756756;
Basket Nike blazer 41;40.0;NIKE;NOIR, GRIS;41;https://www.vinted.fr/items/3880520717-basket-nike-blazer-41?referrer=catalog;https://images1.vinted.net/t/01_01f40_7PvvnPkkBWyra4fZGiE3tHfi/310x430/1702506166.jpeg?s=eef187e109d5343501c4075620354116267cbd46;BRUAY-SUR-L’ESCAUT, FRANCE;Men;38.31423038554708;405;366.6857696144529;88.6856756756756;48.6856756756756;
Blazer Nike;40.0;NIKE;BLANC, BEIGE;37.5;https://www.vinted.fr/items/3872902360-blazer-nike?referrer=catalog;https://images1.vinted.net/t/02_00180_GQydxY7fbULvWyN5MPNjpoeW/310x430/1702321323.jpeg?s=59c5c69a79612a0bd77cd8bf091debb5df30690a;VALLADOLID, ESPAGNE;Women;194.74836401693335;405;210.25163598306665;88.6856756756756;48.6856756756756;
Nike Blazer Mid '77 Jumbo;40.0;NIKE;BLANC;42;https://www.vinted.fr/items/3866506339-nike-blazer-mid-77-jumbo?referrer=catalog;https://images1.vinted.net/t/02_016ac_sneQw4d6DkgrXBiK6xbSPCAj/310x430/1702211408.jpeg?s=067da51c9f5fa1a322428da4b3cee31b99e6f3e1;'S-GRAVENHAGE, PAYS-BAS;Men;76.5958108021063;405;328.4041891978937;88.6856756756756;48.6856756756756;
Nike blazer ;40.0;NIKE;NOIR;40;https://www.vinted.fr/items/2026741689-nike-blazer?referrer=catalog;https://images1.vinted.net/t/02_00703_CaSjjEcCr8CspJ3Z3rRLiL92/310x430/1657491079.jpeg?s=440c9c232a6b5bc20dce7d4273ede829f22f4315;ESPAGNE;Men;240.81968736838846;405;164.18031263161154;88.6856756756756;48.6856756756756;
Nike blazer;40.0;NIKE;BLEU, BLANC;45,5;https://www.vinted.fr/items/2450824587-nike-blazer?referrer=catalog;https://images1.vinted.net/t/02_00a9e_Cn4MRRqWDdun8F9dw5sFgAri/310x430/1669286417.jpeg?s=47b763f61e038c09ff3c4d894b6ad7d5826f4066;BORDEAUX, FRANCE;Men;99.83489114488926;405;305.16510885511076;88.6856756756756;48.6856756756756;
Nike Blazer;40.0;NIKE;BLANC;42;https://www.vinted.fr/items/3393520804-nike-blazer?referrer=catalog;https://images1.vinted.net/t/02_00ba6_8Mt9kiTWWL3LtycmvcKRxf7K/310x430/1693059050.jpeg?s=88021d3eb9642901339916140bc20f786d75b439;MARSEILLE, FRANCE;Men;132.10630160408124;405;272.89369839591876;88.6856756756756;48.6856756756756;
Nike blazer;40.0;NIKE;BLANC, BORDEAUX;38.0;https://www.vinted.fr/items/3856169851-nike-blazer?referrer=catalog;https://images1.vinted.net/t/02_0164f_LDYL2gM8a1zkm8HrD5HA1F2j/310x430/1701965012.jpeg?s=4b661229dd02ba9d51413ba51152bb2b719401b0;ANNECY, FRANCE;Women;87.02901427251874;405;317.97098572748126;88.6856756756756;48.6856756756756;
Nike blazers;40.0;NIKE;BLEU;42;https://www.vinted.fr/items/2059767557-nike-blazers?referrer=catalog;https://images1.vinted.net/t/01_00011_81voQ1QHJBrEk2HE12dacfTX/310x430/1658815513.jpeg?s=151f33dcd2620b2acb6923129f8e6a3e3a91e944;BOUSSENS, FRANCE;Men;128.05712345555582;405;276.9428765444442;88.6856756756756;48.6856756756756;
Blazer Nike ;40.0;NIKE;NOIR, BLANC;45;https://www.vinted.fr/items/3866749611-blazer-nike?referrer=catalog;https://images1.vinted.net/t/03_024e4_XQC4gxTfdvAfQRGa8grhmoWb/310x430/1702213650.jpeg?s=89521314042e6c56ebaaa5261f3a88c3f84b4226;VOUNEUIL-SOUS-BIARD, FRANCE;Men;59.59036788738181;405;345.40963211261817;88.6856756756756;48.6856756756756;
Nike Blazer;40.0;NIKE;NOIR, BLANC;43;https://www.vinted.fr/items/3483745157-nike-blazer?referrer=catalog;https://images1.vinted.net/t/03_01fbc_qeAgr1jXEG9rYMAHwHRfLc7Z/310x430/1694950809.jpeg?s=6ae8461c97d2ee048a6046e0ea867ce87b6cceed;PORTUGAL;Men;263.69843300448423;405;141.30156699551577;88.6856756756756;48.6856756756756;
Nike Blazer Low 77 Jumbo;40.0;NIKE;BLANC;42;https://www.vinted.fr/items/3887508050-nike-blazer-low-77-jumbo?referrer=catalog;https://images1.vinted.net/t/01_01a18_5UzK2a4ruX3N1wBK87ScMdqd/310x430/1702733413.jpeg?s=0547a3b05b5f4c2da9117d9694a67d5e718355ae;FRANCE;Men;50.58615778249138;405;354.4138422175086;88.6856756756756;48.6856756756756;
